,load_vm_pu,load_va_deg,gen_va_deg,load_gen_va_deg,va_degree,q_mvar
30,1.0,0.280328125,0.45375,0.20984444444444444,0.2650769230769231,0.08957264957264957
31,1.0,0.284125,0.468375,0.215,0.27013675213675215,0.0926068376068376
32,1.0,0.288234375,0.481,0.22095555555555554,0.27553846153846157,0.09546153846153846
33,1.0,0.2929375,0.49525,0.22753333333333334,0.2816153846153846,0.09836752136752137
34,1.0,0.298,0.51025,0.23508888888888888,0.28831623931623934,0.10117094017094017
35,1.0,0.3035,0.5275,0.24246666666666666,0.29534188034188036,0.104
36,1.0,0.309015625,0.546,0.2506888888888889,0.3027863247863248,0.1064102564102564
37,1.0,0.31496875,0.5635,0.2589111111111111,0.3104017094017094,0.10841880341880342
38,1.0,0.32075,0.584625,0.2677555555555556,0.3184102564102564,0.11073504273504274
39,1.0,0.32709375,0.60475,0.2768,0.3267350427350427,0.11268376068376068
40,1.0,0.33275,0.624875,0.28546666666666665,0.33453846153846156,0.11464102564102564
41,1.0,0.338546875,0.645375,0.29433333333333334,0.3425213675213675,0.11728205128205128
42,1.0,0.345015625,0.664875,0.3032888888888889,0.35083760683760684,0.1202905982905983
43,1.0,0.350953125,0.68675,0.3122888888888889,0.35904273504273504,0.12316239316239316
44,1.0,0.35628125,0.708,0.3212,0.36683760683760686,0.12517094017094016
45,1.0,0.36225,0.729,0.3303111111111111,0.37504273504273505,0.1269059829059829
46,1.0,0.367859375,0.74925,0.3383555555555556,0.38258974358974357,0.12857264957264958
47,1.0,0.373203125,0.766125,0.3469555555555556,0.38997435897435895,0.13
48,1.0,0.37803125,0.783,0.3549333333333333,0.3968376068376068,0.1313931623931624
49,1.0,0.383453125,0.798375,0.3635555555555556,0.4041709401709402,0.1327948717948718
50,1.0,0.38821875,0.81175,0.3720222222222222,0.41094871794871796,0.13421367521367522
51,1.0,0.392765625,0.822625,0.38024444444444444,0.41734188034188036,0.13576923076923078
52,1.0,0.397265625,0.83575,0.38855555555555554,0.4238974358974359,0.13735042735042735
53,1.0,0.4023125,0.84625,0.3967333333333333,0.43052136752136755,0.1387863247863248
54,1.0,0.40690625,0.855375,0.4038,0.43637606837606835,0.1401880341880342
55,1.0,0.411390625,0.862375,0.41117777777777775,0.44214529914529915,0.14161538461538462
56,1.0,0.415671875,0.868625,0.4185111111111111,0.4477350427350427,0.14314529914529914
57,1.0,0.420171875,0.8745,0.4262666666666667,0.45358119658119656,0.14466666666666667
58,1.0,0.4241875,0.879125,0.4336888888888889,0.45894871794871794,0.14633333333333334
59,1.0,0.428328125,0.884125,0.4412,0.46444444444444444,0.14913675213675215
60,1.0,0.432046875,0.8895,0.44806666666666667,0.4694871794871795,0.15422222222222223
61,1.0,0.436,0.8945,0.45486666666666664,0.4746068376068376,0.15913675213675213
62,1.0,0.439328125,0.899,0.46126666666666666,0.4791965811965812,0.16476068376068376
63,1.0,0.44315625,0.9025,0.4674888888888889,0.4839230769230769,0.16977777777777778
64,1.0,0.44671875,0.905625,0.47446666666666665,0.4887692307692308,0.172991452991453
65,1.0,0.450203125,0.90925,0.48044444444444445,0.49322222222222223,0.17504273504273504
66,1.0,0.453953125,0.912375,0.4856666666666667,0.4974957264957265,0.1761880341880342
67,1.0,0.457703125,0.915125,0.4913111111111111,0.5019059829059829,0.17712820512820512
68,1.0,0.46228125,0.91775,0.49646666666666667,0.5065726495726496,0.17812820512820512
69,1.0,0.466140625,0.92,0.5021333333333333,0.511017094017094,0.17913675213675215
70,1.0,0.470390625,0.922875,0.5073555555555556,0.5155470085470085,0.18045299145299146
71,1.0,0.47440625,0.925375,0.5126666666666667,0.5199572649572649,0.18158974358974359
72,1.0,0.478609375,0.928125,0.5177555555555555,0.5244017094017094,0.18282905982905984
73,1.0,0.482765625,0.930625,0.5226444444444445,0.5287264957264958,0.1839059829059829
74,1.0,0.48696875,0.933875,0.5277555555555555,0.5332136752136752,0.1851965811965812
75,1.0,0.49171875,0.936125,0.5327555555555555,0.5378888888888889,0.18654700854700854
