,load_vm_pu,load_va_deg,gen_va_deg,load_gen_va_deg,va_degree,q_mvar
39,1.0,0.350765625,0.753875,0.31422222222222224,0.3642735042735043,0.1202905982905983
40,1.0,0.35671875,0.774375,0.32413333333333333,0.37274358974358973,0.12494871794871795
41,1.0,0.362859375,0.793875,0.33342222222222223,0.381008547008547,0.13050427350427352
42,1.0,0.368546875,0.808375,0.34286666666666665,0.38874358974358975,0.13436752136752136
43,1.0,0.3740625,0.82325,0.3521111111111111,0.3963333333333333,0.1381025641025641
44,1.0,0.37978125,0.836125,0.3609111111111111,0.4037264957264957,0.1411880341880342
45,1.0,0.384765625,0.845625,0.3701777777777778,0.4106666666666667,0.1442136752136752
46,1.0,0.389453125,0.855125,0.37833333333333335,0.417017094017094,0.14652991452991454
47,1.0,0.393765625,0.86225,0.38711111111111113,0.42323931623931627,0.14984615384615385
48,1.0,0.3988125,0.87,0.39515555555555554,0.42962393162393164,0.15772649572649572
49,1.0,0.40334375,0.8765,0.4031111111111111,0.4356068376068376,0.1615128205128205
50,1.0,0.40753125,0.880625,0.4116666666666667,0.4414700854700855,0.16364102564102564
51,1.0,0.412390625,0.885,0.4197111111111111,0.4475213675213675,0.16574358974358974
52,1.0,0.417125,0.889125,0.42775555555555556,0.4534871794871795,0.16763247863247863
53,1.0,0.42115625,0.8925,0.4361555555555556,0.45915384615384613,0.1697094017094017
54,1.0,0.4258125,0.896375,0.44355555555555554,0.4648119658119658,0.17168376068376068
55,1.0,0.42965625,0.900625,0.45126666666666665,0.4701709401709402,0.17354700854700855
56,1.0,0.43378125,0.90325,0.4584888888888889,0.4753846153846154,0.1755042735042735
57,1.0,0.437609375,0.9065,0.46586666666666665,0.4805384615384615,0.1774017094017094
58,1.0,0.44153125,0.910125,0.4729555555555556,0.48565811965811967,0.17895726495726497
59,1.0,0.4455625,0.913125,0.47857777777777777,0.49023076923076925,0.1801880341880342
60,1.0,0.449390625,0.91575,0.4845777777777778,0.4948119658119658,0.18162393162393162
61,1.0,0.453328125,0.91825,0.49062222222222224,0.49946153846153846,0.18287179487179486
62,1.0,0.457203125,0.920875,0.49606666666666666,0.5038547008547009,0.1848034188034188
63,1.0,0.461328125,0.923625,0.5019333333333333,0.5085555555555555,0.18781196581196583
64,1.0,0.46559375,0.926,0.5071777777777777,0.5130683760683761,0.19125641025641027
65,1.0,0.470125,0.92925,0.5126222222222222,0.5178632478632479,0.19521367521367522
66,1.0,0.474140625,0.931625,0.5181555555555556,0.5223504273504274,0.1974957264957265
67,1.0,0.479171875,0.9345,0.5237111111111111,0.5274358974358975,0.19883760683760685
68,1.0,0.483703125,0.937,0.5290666666666667,0.5321452991452992,0.2008974358974359
69,1.0,0.488140625,0.94075,0.5339777777777778,0.5367179487179488,0.20375213675213674
70,1.0,0.492671875,0.942875,0.5385555555555556,0.5411025641025641,0.20693162393162393
71,1.0,0.49721875,0.946375,0.5439555555555555,0.5459059829059829,0.2102136752136752
