,load_vm_pu,load_va_deg,gen_va_deg,load_gen_va_deg,va_degree
0,0.104421875,0.006140625,0.009125,0.0061333333333333335,0.006341880341880342
1,0.1861875,0.013234375,0.03025,0.011755555555555556,0.013829059829059829
2,0.328109375,0.020125,0.138,0.01791111111111111,0.027333333333333334
3,0.51084375,0.02721875,0.23275,0.024666666666666667,0.04029059829059829
4,0.750515625,0.034328125,0.328375,0.031066666666666666,0.05317948717948718
5,0.889796875,0.04134375,0.35875,0.037733333333333334,0.06165811965811966
6,0.9415625,0.0481875,0.38175,0.04544444444444445,0.06994017094017094
7,0.948578125,0.0551875,0.4935,0.05433333333333333,0.08482905982905983
8,0.953609375,0.062671875,0.5885,0.06291111111111111,0.09871794871794871
9,0.963078125,0.071296875,0.599,0.08817777777777777,0.11387179487179487
10,0.982109375,0.08265625,0.62925,0.10151111111111111,0.12728205128205128
11,0.982890625,0.097984375,0.70575,0.13006666666666666,0.15188034188034188
12,0.983328125,0.12025,0.795125,0.14895555555555556,0.17743589743589744
13,0.983625,0.156,0.808125,0.19088888888888889,0.21400854700854702
14,0.98375,0.192578125,0.8325,0.2373111111111111,0.25353846153846155
15,0.983859375,0.267734375,0.90525,0.2897777777777778,0.3198034188034188
16,0.98390625,0.4609375,0.909875,0.4096222222222222,0.4718974358974359
17,0.984,0.729828125,0.91525,0.538,0.6687264957264957
18,0.984,0.872703125,0.91875,0.6797111111111112,0.8016239316239316
19,0.98403125,0.8883125,0.9215,0.7307555555555556,0.829982905982906
20,0.984046875,0.89784375,0.9235,0.8202888888888888,0.8697692307692307
21,0.984046875,0.899328125,0.926,0.8696666666666667,0.8897435897435897
22,0.9840625,0.900953125,0.927375,0.8879555555555556,0.8977606837606837
23,0.9840625,0.90234375,0.92975,0.8989111111111111,0.9028974358974359
24,0.984078125,0.90353125,0.932375,0.9000444444444444,0.9041623931623931
25,0.984078125,0.90475,0.934125,0.9011333333333333,0.9053675213675214
26,0.98409375,0.905875,0.9355,0.9025777777777778,0.9066324786324786
27,0.984140625,0.906703125,0.936875,0.9038888888888889,0.9076837606837607
28,0.984140625,0.90775,0.93775,0.9048222222222222,0.9086752136752136
29,0.984140625,0.908671875,0.938625,0.9058222222222222,0.9096239316239316
30,0.984140625,0.909625,0.939625,0.9064666666666666,0.9104615384615384
31,0.984140625,0.910328125,0.94075,0.9071555555555556,0.9111880341880342
32,0.98415625,0.9111875,0.9415,0.9080444444444444,0.912051282051282
33,0.98415625,0.911859375,0.942875,0.9088666666666667,0.9128290598290598
34,0.98415625,0.9125,0.944375,0.9094444444444445,0.9135042735042735
35,0.98415625,0.913390625,0.945375,0.9102444444444444,0.9143675213675214
36,0.98415625,0.914109375,0.94625,0.9109111111111111,0.9150769230769231
37,0.98415625,0.91471875,0.9475,0.9114,0.9156837606837607
38,0.98415625,0.9154375,0.9485,0.9118888888888889,0.9163333333333333
39,0.98415625,0.916109375,0.949125,0.9124,0.916940170940171
40,0.98415625,0.916953125,0.94975,0.9129555555555555,0.9176581196581196
41,0.98415625,0.917484375,0.95,0.9134,0.9181367521367522
42,0.98415625,0.918046875,0.951125,0.9139333333333334,0.9187264957264957
43,0.98415625,0.918765625,0.951625,0.9145777777777778,0.9194017094017094
44,0.98415625,0.919375,0.9525,0.9151111111111111,0.92
45,0.98415625,0.919765625,0.953,0.9157111111111111,0.9204786324786325
46,0.98415625,0.92040625,0.9535,0.9161777777777778,0.921042735042735
47,0.98415625,0.92109375,0.953625,0.9166888888888889,0.9216239316239316
48,0.98415625,0.92146875,0.954,0.9172666666666667,0.9220769230769231
49,0.98415625,0.921921875,0.954625,0.9176888888888889,0.9225299145299145
50,0.98415625,0.92259375,0.95525,0.9181777777777778,0.9231282051282051
51,0.98415625,0.923203125,0.9555,0.9186,0.9236410256410257
52,0.98415625,0.923625,0.956,0.9189555555555555,0.924042735042735
53,0.98415625,0.924140625,0.9565,0.9193111111111111,0.9244957264957265
54,0.98415625,0.92453125,0.95725,0.9197777777777778,0.9249401709401709
55,0.98415625,0.92478125,0.95725,0.9201333333333334,0.9252136752136753
56,0.98415625,0.925265625,0.9575,0.9207777777777778,0.9257435897435897
57,0.98415625,0.925578125,0.958,0.9212666666666667,0.9261367521367522
58,0.98415625,0.9260625,0.95825,0.9219777777777778,0.9266923076923077
59,0.98415625,0.9264375,0.958375,0.9225111111111111,0.9271111111111111
60,0.98415625,0.92671875,0.958625,0.923,0.9274700854700855
61,0.98415625,0.9270625,0.958875,0.9232888888888889,0.9277863247863248
62,0.98415625,0.927484375,0.959125,0.9237333333333333,0.9282051282051282
63,0.98415625,0.92790625,0.959625,0.9240666666666667,0.9285982905982906
64,0.98415625,0.928234375,0.959625,0.9244666666666667,0.928931623931624
65,0.98415625,0.9285625,0.96,0.9247111111111112,0.9292307692307692
66,0.98415625,0.92896875,0.960125,0.9249777777777778,0.9295641025641026
67,0.98415625,0.92925,0.960625,0.9253333333333333,0.9298888888888889
68,0.98415625,0.92965625,0.96125,0.9258444444444445,0.9303504273504274
69,0.98415625,0.930015625,0.961375,0.9262,0.9306923076923077
70,0.98415625,0.930375,0.96175,0.9265333333333333,0.931042735042735
71,0.98415625,0.93075,0.962125,0.9268666666666666,0.9314017094017094
72,0.98415625,0.931234375,0.962625,0.9271777777777778,0.9318205128205128
73,0.98415625,0.93153125,0.962625,0.9276,0.9321452991452992
74,0.98415625,0.931984375,0.962625,0.9281111111111111,0.9325897435897436
75,0.98415625,0.932296875,0.962625,0.9284444444444444,0.9328888888888889
76,0.98415625,0.932625,0.963,0.9287777777777778,0.9332222222222222
77,0.98415625,0.933109375,0.963375,0.9292444444444444,0.9336923076923077
78,0.98415625,0.9333125,0.963625,0.9296,0.9339572649572649
79,0.98415625,0.933609375,0.964,0.9300222222222222,0.9343076923076923
80,0.98415625,0.93390625,0.964125,0.9303777777777777,0.9346153846153846
81,0.98415625,0.93415625,0.964375,0.9307111111111112,0.9348974358974359
82,0.98415625,0.934484375,0.964625,0.931,0.9352051282051282
83,0.98415625,0.934859375,0.96475,0.9312888888888889,0.9355299145299145
84,0.98415625,0.935140625,0.964875,0.9316,0.9358119658119658
85,0.98415625,0.93553125,0.965375,0.932,0.9362136752136753
86,0.98415625,0.9359375,0.965875,0.9323333333333333,0.9365982905982906
87,0.98415625,0.93628125,0.96625,0.9327111111111112,0.936957264957265
88,0.993296875,0.9365,0.96625,0.9328444444444445,0.9371282051282052
89,0.994421875,0.93678125,0.9665,0.933,0.9373589743589743
90,0.99571875,0.937015625,0.96675,0.9332444444444444,0.9375982905982906
91,0.99621875,0.93734375,0.966875,0.9336,0.937923076923077
92,0.9963125,0.937703125,0.966875,0.9339333333333333,0.9382478632478632
93,0.99634375,0.937921875,0.967,0.9341111111111111,0.9384444444444444
94,0.99646875,0.9381875,0.967,0.9343777777777778,0.9386923076923077
95,0.99653125,0.9385625,0.967,0.9346666666666666,0.939008547008547
96,0.9965625,0.939,0.967125,0.9349777777777778,0.9393760683760684
97,0.999546875,0.939328125,0.96725,0.9352888888888888,0.9396837606837607
98,0.99978125,0.9395625,0.96725,0.9355777777777777,0.939923076923077
99,0.99978125,0.939765625,0.967375,0.9358222222222222,0.9401367521367522
