,load_vm_pu,load_va_deg,gen_va_deg,load_gen_va_deg,va_degree
77,0.9785,0.976296875,0.966,0.9798666666666667,0.976965811965812
78,0.9785,0.976375,0.966,0.9800444444444445,0.9770769230769231
79,0.9785,0.9765625,0.966125,0.9802,0.9772478632478633
80,0.9785,0.976765625,0.96625,0.9804666666666667,0.9774700854700855
81,0.9785,0.976875,0.96625,0.9805777777777778,0.9775726495726496
82,0.9785,0.977046875,0.966375,0.9807777777777777,0.9777521367521368
83,0.9785,0.977328125,0.966375,0.9808888888888889,0.977948717948718
84,0.9785,0.977546875,0.9665,0.9810444444444445,0.9781367521367521
85,0.9785,0.977640625,0.9665,0.9811555555555556,0.9782307692307692
86,0.9785,0.977796875,0.9665,0.9813111111111111,0.9783760683760684
87,0.9785,0.97796875,0.9665,0.9815111111111111,0.9785470085470086
88,0.98346875,0.978171875,0.966625,0.9817555555555556,0.9787606837606838
