,load_vm_pu,load_va_deg,gen_va_deg,load_gen_va_deg,va_degree
0,0.176984375,0.0058125,0.031875,0.005911111111111111,0.007632478632478633
1,0.4228125,0.011078125,0.0875,0.011488888888888889,0.01646153846153846
2,0.65190625,0.0170625,0.186125,0.01748888888888889,0.028786324786324785
3,0.787765625,0.02378125,0.261,0.023444444444444445,0.039871794871794874
4,0.930671875,0.030109375,0.32025,0.029666666666666668,0.049777777777777775
5,0.95503125,0.0363125,0.352375,0.035755555555555554,0.05770940170940171
6,0.9573125,0.04371875,0.38125,0.04295555555555555,0.0665042735042735
7,0.9733125,0.051078125,0.485,0.04995555555555556,0.08031623931623931
8,0.973921875,0.05784375,0.598125,0.05931111111111111,0.09535042735042736
9,0.9744375,0.06446875,0.62525,0.08048888888888889,0.10897435897435898
10,0.97621875,0.071984375,0.655625,0.08944444444444444,0.1186068376068376
11,0.98359375,0.08190625,0.763125,0.1146888888888889,0.1410940170940171
12,0.983609375,0.097984375,0.86775,0.1252888888888889,0.16111965811965812
13,0.983640625,0.12834375,0.886375,0.158,0.19158119658119657
14,0.983640625,0.162703125,0.89675,0.21086666666666667,0.23141880341880341
15,0.983640625,0.2249375,0.97075,0.2619111111111111,0.29015384615384615
16,0.983640625,0.430296875,0.974,0.38553333333333334,0.4502564102564103
17,0.983640625,0.75296875,0.975375,0.5422888888888889,0.6871452991452991
18,0.983640625,0.930875,0.97675,0.7037555555555556,0.8466581196581197
19,0.983640625,0.965203125,0.978375,0.7832,0.8961025641025641
20,0.983640625,0.973609375,0.979125,0.8752,0.9361367521367522
21,0.983640625,0.974578125,0.980125,0.9281111111111111,0.9570854700854701
22,0.983640625,0.975484375,0.98125,0.9588888888888889,0.9694957264957265
23,0.983640625,0.9763125,0.981875,0.9751555555555556,0.9762478632478633
24,0.983640625,0.97696875,0.98275,0.9763555555555555,0.9771282051282051
25,0.983640625,0.97740625,0.98325,0.9769111111111111,0.9776153846153847
26,0.983640625,0.977890625,0.983375,0.9775111111111111,0.9781196581196581
27,0.983640625,0.97859375,0.9835,0.9782222222222222,0.9787863247863248
28,0.983640625,0.979015625,0.98425,0.9786444444444444,0.9792307692307692
